Company,Sector,NSE_Symbol,CMP_BHAV,MCap_INR_crs,EPS_FY0,EPS_FY1,EPS_FY2,EPS_FY3,Revenue_FY0,Revenue_FY1,Revenue_FY2,Revenue_FY3,BVPS_FY0,BVPS_FY1,BVPS_FY2,BVPS_FY3,PAT_FY0,PAT_FY1,PAT_FY2,PAT_FY3,PE_FY0,PB_FY0,PS_FY0,PE_FY1,PB_FY1,PS_FY1,PE_FY2,PB_FY2,PS_FY2,PE_FY3,PB_FY3,PS_FY3,PE_Avg3,PB_Avg3,PS_Avg3
Average - OEM,NAN,NAN,,2809134.9,,,,,977608.29,1051306.66,1217382.91,1385606.65,,,,,82354.25299999998,79232.9452,92084.91939999998,101825.8185,,,2.87,,,2.67,,,2.31,,,2.03,,,2.34
Median - OEM,NAN,NAN,,2809134.9,,,,,977608.29,1051306.66,1217382.91,1385606.65,,,,,82354.25299999998,79232.9452,92084.91939999998,101825.8185,,,2.87,,,2.67,,,2.31,,,2.03,,,2.34
AUTO ANCILLARIES,NAN,NAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMVARDHANA MOTHERSON INTERNATIONAL,AUTOMOBILE,MOTHERSON,120.98,100235.5,3.67,3.96,5.05,5.71,113662.6,123485.6,133284.9,142503.1,33.27,36.45,45.48,40.77,3803.0199999999995,4302.3550000000005,5445.387000000001,6118.857,32.99,3.64,0.88,30.56,3.32,0.81,23.97,2.66,0.75,21.18,2.97,0.7,25.23,2.98,0.76
TUBE INVESTMENTS OF INDIA,AUTOMOBILE,TIINDIA,2634.9,59210.36,67.97,41.78,48.58,57.95,7892.53,8567.67,9486.75,10407.75,,305.6,,347.2,1315.79,807.8,939.025,1120.9,38.77,,7.5,63.07,8.62,6.91,54.24,,6.24,45.47,7.59,5.69,54.26,8.11,6.28
BOSCH,AUTOMOBILE,BOSCHLTD,35940.0,115275.8,682.15,806.86,918.31,939.74,18087.4,19967.11,22262.34,22575.98,4685.55,4561.3,4095.14,5027.84,2011.9,2346.393,2708.4790000000003,2771.651,52.69,7.67,6.37,44.54,7.88,5.77,39.14,8.78,5.18,38.24,7.15,5.11,40.64,7.93,5.35
BHARAT FORGE,AUTOMOBILE,BHARATFORG,1439.9,54473.41,23.4,27.11,35.68,40.19,15122.8,16166.88,18497.32,19696.72,194.26,205.94,246.93,229.15,1098.218,1279.125,1680.3020000000001,1923.327,61.53,7.41,3.6,53.11,6.99,3.37,40.35,5.83,2.94,35.82,6.28,2.77,43.09,6.37,3.03
3M INDIA,AUTOMOBILE,3MINDIA,34875.0,34380.99,422.6,573.0,637.2,,4445.56,4992.4,5550.6,,1639.14,1677.1,,1914.2,476.0676,645.4,717.8,n.a.,82.52,21.28,7.73,60.86,20.79,6.89,54.73,,6.19,,18.22,,57.8,19.51,6.54
UNO MINDA,AUTOMOBILE,UNOMINDA,1267.8,73900.56,16.22,20.87,26.06,31.81,16774.61,19519.32,22935.63,27288.48,100.03,117.94,167.05,139.81,934.4102,1204.933,1482.782,1791.739,78.16,12.67,4.41,60.75,10.75,3.79,48.65,7.59,3.22,39.85,9.07,2.71,49.75,9.14,3.24
SONA BLW PRECISION FORGINGS,AUTOMOBILE,SONACOMS,496.8,28048.93,10.23,11.01,13.33,15.65,3546.02,4486.59,5367.84,6247.61,88.38,97.69,118.66,107.69,620.4979999999999,676.2914,817.7016,967.1914,48.56,5.62,7.91,45.11,5.09,6.25,37.26,4.19,5.23,31.75,4.61,4.49,38.04,4.63,5.32
ZF COML.VEH.CNTL. SYS. IDA.,AUTOMOBILE,ZFCVINDIA,15567.0,28017.01,242.9,270.92,324.65,410.5,3830.96,4137.52,4717.42,5934.95,1694.76,1956.0,,2251.0,460.73010000000005,513.85,615.825,778.65,64.09,9.19,7.31,57.46,7.96,6.77,47.95,,5.94,37.92,6.92,4.72,47.78,7.44,5.81
MOTHERSON SUMI WIRING INDIA,AUTOMOBILE,MSUMI,47.65,27872.87,0.91,1.08,1.36,1.54,9271.58,10625.59,12124.13,13440.76,2.56,3.0,4.02,3.42,605.8602,705.4141,884.5164000000001,1030.627,52.19,18.61,3.01,43.96,15.89,2.62,34.91,11.85,2.3,31.0,13.94,2.07,36.62,13.9,2.33
ENDURANCE TECHNOLOGIES,AUTOMOBILE,ENDURANCE,2695.8,39676.76,58.59,73.56,89.1,104.16,11560.81,13728.76,15600.59,17832.43,406.46,466.0,631.0,536.67,824.1762000000001,1029.142,1252.55,1485.867,46.01,6.63,3.43,36.65,5.78,2.89,30.26,4.27,2.54,25.88,5.02,2.22,30.93,5.03,2.55
SUNDRAM FASTENERS,AUTOMOBILE,SUNDRMFAST,939.75,20647.21,25.66,31.1,35.45,39.1,5955.42,6418.65,7013.0,7661.4,,,,,539.1,650.55,740.45,811.6,36.62,,3.47,30.22,,3.22,26.51,,2.94,24.03,,2.69,26.92,,2.95
MAHINDRA CIE AUTOMOTIVE,AUTOMOBILE,CIEINDIA,398.0,15134.66,21.81,22.02,24.12,27.4,8964.07,9124.8,9617.55,10393.05,173.36,189.53,226.0,207.0,827.5141,835.25,914.875,1024.3,18.25,2.3,1.69,18.07,2.1,1.66,16.5,1.76,1.57,14.53,1.92,1.46,16.36,1.93,1.56
JBM AUTO LIMITED,AUTOMOBILE,JBMA,572.1,15056.4,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
SUNDARAM-CLAYTON,AUTOMOBILE,TVSHLTD,14579.0,3677.74,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
ASAHI INDIA GLASS,AUTOMOBILE,ASAHIINDIA,1008.7,21500.08,13.69,16.9,19.0,,4311.61,,,,113.01,,,,332.81,n.a.,n.a.,n.a.,73.68,8.93,4.99,59.69,,,53.09,,,,,,56.39,,
RAMKRISHNA FORGINGS,AUTOMOBILE,RKFORGE,477.95,10237.19,22.95,18.47,25.28,20.0,4034.11,4586.37,5094.43,5087.3,167.78,194.3,,226.65,415.0254,335.1948,458.425,363.4,20.83,2.85,2.54,25.87,2.46,2.23,18.9,,2.01,23.9,2.11,2.01,22.89,2.28,2.08
HBL POWER SYSTEMS,AUTOMOBILE,HBLENGINE,845.45,21629.51,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
HAPPY FORGINGS,AUTOMOBILE,HAPPYFORGE,1074.8,8897.77,28.37,30.12,35.43,42.1,1408.9,1543.0,1794.73,2161.43,196.26,223.12,291.7,254.3,267.43629999999996,283,334.4,397.1,37.89,5.48,6.32,35.69,4.82,5.77,30.33,3.68,4.96,25.53,4.23,4.12,30.52,4.24,4.95
PTC INDUSTRIES,AUTOMOBILE,PTCIL,17492.0,21325.41,41.97,55.4,172.05,420.6,308.07,728.4,1252.15,2314.15,925.42,987.45,1547.7,1152.0,61.9572,83,257.8,630.3,416.77,18.9,69.22,315.74,17.71,29.28,101.67,11.3,17.03,41.59,15.18,9.22,153.0,14.73,18.51
M M FORGINGS,AUTOMOBILE,MMFL,367.35,1540.18,15.06,30.45,22.35,27.75,1511.14,1530.0,1482.75,1654.7,,,,,144.7511,140.3,108,133.9,24.38,,1.02,12.06,,1.01,16.44,,1.04,13.24,,0.93,13.91,,0.99
CRAFTSMAN AUTOMATION,AUTOMOBILE,CRAFTSMAN,7042.5,16314.83,94.63,162.66,239.86,299.36,5690.48,7365.31,8348.7,9342.02,1197.51,1327.6,1788.85,1538.57,220.04000000000002,435.43320000000006,572.4,709.175,74.42,5.88,2.87,43.3,5.3,2.22,29.36,3.94,1.95,23.53,4.58,1.75,32.06,4.61,1.97
KIRLOSKAR OIL ENGINES,AUTOMOBILE,KIRLOSENG,1244.8,14187.02,31.14,36.4,44.87,47.8,5113.33,6289.28,7431.5,7834.23,204.96,235.22,299.87,270.82,452.86019999999996,521.175,639.75,708.9,39.97,6.07,2.77,34.2,5.29,2.26,27.74,4.15,1.91,26.04,4.6,1.81,29.33,4.68,1.99
MINDA CORPORATION,AUTOMOBILE,MINDACORP,596.65,12068.43,10.68,12.88,17.36,20.7,5056.22,5774.02,6548.36,7229.03,93.58,105.05,153.8,131.15,255.36999999999998,309.5,435.5602,505.3,55.87,6.38,2.39,46.32,5.68,2.09,34.37,3.88,1.84,28.82,4.55,1.67,36.51,4.7,1.87
MAHARASHTRA SCOOTERS,AUTOMOBILE,MAHSCOOTER,14018.0,17812.56,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
SHRIRAM PISTONS & RINGS,AUTOMOBILE,SHRIPISTON,3086.5,11481.14,115.02,133.3,151.6,173.0,3549.83,4068.3,4594.9,5196.7,543.4,656.7,932.6,785.5,506.68010000000004,587,667.7,762,26.83,5.68,3.23,23.15,4.7,2.82,20.36,3.31,2.5,17.84,3.93,2.21,20.45,3.98,2.51
VARROC ENGINEERING,AUTOMOBILE,VARROC,635.0,8394.08,13.65,22.67,30.48,37.49,8154.08,8949.29,9892.53,10862.17,102.44,128.87,187.5,154.23,208.567,358.8,481.925,601,46.52,6.2,1.03,28.01,4.93,0.94,20.83,3.39,0.85,16.94,4.12,0.77,21.93,4.14,0.85
ASK AUTOMOTIVE,AUTOMOBILE,ASKAUTOLTD,490.3,9834.45,12.56,15.63,18.9,23.0,3600.83,4035.53,4733.2,5439.6,52.91,65.53,101.9,81.6,247.61999999999998,308.2667,382.56669999999997,452.6,39.04,9.27,2.73,31.36,7.48,2.44,25.94,4.81,2.08,21.32,6.01,1.81,26.21,6.1,2.11
GABRIEL INDIA,AUTOMOBILE,GABRIEL,1060.8,16307.89,17.05,19.3,25.9,31.4,4063.38,4334.83,5065.4,5757.05,82.38,102.33,129.1,123.5,244.981,277.6,407.4,511.6,62.22,12.88,4.01,54.96,10.37,3.76,40.96,8.22,3.22,33.78,8.59,2.83,43.23,9.06,3.27
SUPRAJIT ENGINEERING,AUTOMOBILE,SUPRAJIT,465.35,6202.42,7.19,15.6,21.97,25.78,3276.95,3748.03,4190.13,4464.48,93.34,104.64,142.75,121.82,99.265,214.0857,301.2,353.375,64.72,4.99,1.89,29.83,4.45,1.65,21.18,3.26,1.48,18.05,3.82,1.39,23.02,3.84,1.51
DYNAMATIC TECHS.,AUTOMOBILE,DYNAMATECH,9515.5,4385.57,63.39,94.75,158.55,,1403.8,1536.0,1776.05,,1056.48,1188.65,,1347.05,43.04,62.05,104.1,n.a.,150.11,9.01,3.12,100.43,8.01,2.86,60.02,,2.47,,7.06,,80.22,7.53,2.66
SANSERA ENGINEERING,AUTOMOBILE,SANSERA,1724.2,7987.99,37.18,47.72,58.84,70.6,3016.75,3424.66,3950.76,4416.29,444.08,486.95,597.18,539.34,215.164,299.04110000000003,371.42040000000003,436.18950000000007,46.37,3.88,2.65,36.13,3.54,2.33,29.3,2.89,2.02,24.42,3.2,1.81,29.95,3.21,2.05
PRICOL,AUTOMOBILE,PRICOLLTD,659.8,5433.48,13.7,19.4,23.1,27.3,2691.92,3749.9,4229.6,4809.9,83.36,102.7,153.1,125.8,167.0299,236,281.2,333,48.16,7.91,2.02,34.01,6.42,1.45,28.56,4.31,1.28,24.17,5.24,1.13,28.91,5.33,1.29
SHANTHI GEARS,AUTOMOBILE,SHANTIGEAR,471.5,4307.59,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
JAMNA AUTO INDS.,AUTOMOBILE,JAMNAAUTO,125.9,4101.91,4.51,4.5,5.3,,2270.14,2312.7,2542.2,,,,,,180.3195,181.1,212.4,n.a.,27.92,,1.81,27.98,,1.77,23.75,,1.61,,,,25.87,,1.69
STEEL STRIPS WHEELS,AUTOMOBILE,SSWL,193.54,3316.66,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
L G BALAKRISNAN & BROS.,AUTOMOBILE,LGBBROSLTD,1847.2,4137.4,88.18,84.8,100.2,,2578.29,2832.4,3097.2,,,,,,279.0784,278.9,319.6,n.a.,20.95,,1.6,21.78,,1.46,18.44,,1.34,,,,20.11,,1.4
JTEKT INDIA,AUTOMOBILE,JTEKTINDIA,141.74,3710.46,2.87,2.7,3.3,,2399.34,2573.6,2824.3,,,,,,74.5253,75.7,92.1,n.a.,49.46,,1.55,52.5,,1.44,42.95,,1.31,,,,47.72,,1.38
SUBROS,AUTOMOBILE,SUBROS,868.95,5687.58,23.07,29.4,36.7,42.6,3367.57,3742.35,4241.35,4728.9,,193.0,264.0,224.0,150.53,191.7,239.4,278,37.67,,1.69,29.56,4.5,1.52,23.68,3.29,1.34,20.4,3.88,1.2,24.54,3.89,1.35
CARTRADE TECH,AUTOMOBILE,CARTRADE,2742.9,11349.18,26.42,37.27,49.02,58.43,641.12,773.34,916.83,1045.45,468.11,501.27,634.21,560.82,134.6508,183.03730000000002,240.44699999999997,355.0182,103.82,5.86,17.7,73.59,5.47,14.68,55.95,4.32,12.38,46.94,4.89,10.86,58.83,4.9,12.64
NRB BEARINGS,AUTOMOBILE,NRBBEARING,279.95,2855.34,11.41,12.7,14.4,,1077.52,1177.6,1304.0,,,,,,110.57000000000001,122.9,139.8,n.a.,24.54,,2.65,22.04,,2.42,19.44,,2.19,,,,20.74,,2.31
AUTOMOTIVE AXLES,AUTOMOBILE,AUTOAXLES,1863.6,2668.02,102.92,98.3,114.4,,2077.54,2084.3,2277.7,,,,,,155.535,148.5,172.9,n.a.,18.11,,1.28,18.96,,1.28,16.29,,1.17,,,,17.62,,1.23
DIVGI TORQTRANSFER SYSTEMS,AUTOMOBILE,DIVGIITTS,587.3,2064.2,7.98,13.0,16.55,23.2,218.92,259.05,299.6,374.3,195.13,206.4,242.3,222.9,24.392,41.1,49.6,71,73.6,3.01,9.43,45.18,2.85,7.97,35.49,2.42,6.89,25.31,2.63,5.51,35.33,2.63,6.79
SWARAJ ENGINES,AUTOMOBILE,SWARAJENG,3619.7,5002.93,136.61,151.7,164.9,,1681.89,1827.8,1957.6,,345.09,387.8,,438.0,165.98,184.2,200.2,n.a.,26.5,10.49,2.97,23.86,9.33,2.74,21.95,,2.56,,8.26,,22.91,8.8,2.65
FIEM INDUSTRIES,AUTOMOBILE,FIEMIND,2408.6,5263.93,76.14,86.75,100.1,124.9,2422.2,2756.05,3136.9,3713.0,393.43,443.0,594.0,509.0,200.3885,228.4,263.35,328.8,31.63,6.12,2.17,27.76,5.44,1.91,24.06,4.05,1.68,19.28,4.73,1.42,23.7,4.74,1.67
FEDERAL-MUL.GTZ.(INDIA),AUTOMOBILE,FMGOETZE,438.0,2918.74,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
IGARASHI MOTORS INDIA,AUTOMOBILE,IGARASHI,433.9,1556.76,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
RICO AUTO INDS.,AUTOMOBILE,RICOAUTO,122.56,1270.73,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
WHEELS INDIA,AUTOMOBILE,WHEELS,851.8,1800.87,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
Average - Auto Ancillaries,NAN,NAN,,893160.5,,,,,295040.27,323223.02,359440.95,370412.92,,,,,18875.8511,21082.487299999997,25933.3373,27755.36709999999,,,3.03,,,2.76,,,2.48,,,2.41,,,2.55
Median - Auto Ancillaries,NAN,NAN,,893160.5,,,,,295040.27,323223.02,359440.95,370412.92,,,,,18875.8511,21082.487299999997,25933.3373,27755.36709999999,,,3.03,,,2.76,,,2.48,,,2.41,,,2.55
BATTERIES,NAN,NAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXIDE INDUSTRIES,AUTOMOBILE,EXIDEIND,363.25,34021.24,12.67,14.72,16.41,18.06,16588.11,17945.73,19399.16,20659.86,169.91,182.7,215.06,197.2,1076.9299999999998,1242.682,1383.9270000000001,1515.071,28.67,2.14,2.05,24.68,1.99,1.9,22.14,1.69,1.75,20.11,1.84,1.65,22.31,1.84,1.77
AMARA RAJA BATTERIES,AUTOMOBILE,ARE&M,925.55,18056.37,46.59,51.86,60.63,65.63,12404.89,13581.81,14808.33,15890.35,403.13,449.61,550.29,500.13,852.8300999999999,941.4109000000001,1101.789,1188.917,19.87,2.3,1.46,17.85,2.06,1.33,15.27,1.68,1.22,14.1,1.85,1.14,15.74,1.86,1.23
EVEREADY INDS.(INDIA),AUTOMOBILE,EVEREADY,331.75,3194.6,11.34,11.6,14.8,,1344.52,1472.0,1604.0,,63.44,74.0,,87.6,82.44,84.4,108,n.a.,29.25,5.23,2.38,28.6,4.48,2.17,22.42,,1.99,,3.79,,25.51,4.14,2.08
Average - Batteries,NAN,NAN,,55272.22,,,,,30337.52,32999.54,35811.49,36550.21,,,,,2012.2000999999998,2268.4929,2593.7160000000003,2703.988,,,1.82,,,1.67,,,1.54,,,1.51,,,1.58
Median - Batteries,NAN,NAN,,55272.22,,,,,30337.52,32999.54,35811.49,36550.21,,,,,2012.2000999999998,2268.4929,2593.7160000000003,2703.988,,,1.82,,,1.67,,,1.54,,,1.51,,,1.58
TYRES,NAN,NAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRF,AUTOMOBILE,MRF,153580.0,62236.65,4297.31,5321.66,6194.9,7201.77,27665.22,30062.94,32714.99,35546.21,42857.51,48539.48,62921.68,54606.03,1822.55,2244.891,2617.154,3062.993,35.74,3.58,2.25,28.86,3.16,2.07,24.79,2.44,1.9,21.33,2.81,1.75,24.99,2.81,1.91
BALKRISHNA INDUSTRIES,AUTOMOBILE,BALKRISIND,2365.4,45760.09,84.23,93.55,106.41,119.76,10412.88,11549.08,12983.01,14888.24,537.14,605.47,,685.78,1628.3700000000001,1786.875,2031.925,2140.5,28.08,4.4,4.39,25.29,3.91,3.96,22.23,,3.52,19.75,3.45,3.07,22.42,3.68,3.52
APOLLO TYRES,AUTOMOBILE,APOLLOTYRE,507.05,29518.7,20.31,27.03,33.01,36.69,26123.42,27964.79,29901.88,31478.09,232.49,257.42,303.42,281.81,1289.993,1590.0610000000001,2115.7110000000002,2352.891,24.97,2.18,1.13,18.76,1.97,1.06,15.36,1.67,0.99,13.82,1.8,0.94,15.98,1.81,0.99
J K TYRE & INDS.,AUTOMOBILE,JKTYRE,485.75,8941.27,19.2,26.28,33.68,41.75,14692.92,15836.9,17125.0,18810.5,177.01,203.1,272.65,230.67,526.6602,726.6198999999999,928.2801,1159,25.3,2.74,0.61,18.48,2.39,0.56,14.42,1.78,0.52,11.63,2.11,0.48,14.85,2.09,0.52
CEAT,AUTOMOBILE,CEATLTD,3931.7,13003.08,124.17,178.44,226.85,264.48,13217.87,15100.03,16846.88,18160.34,1079.98,1226.66,1625.5,1400.26,502.25,719.2133,915.0645000000001,1067.196,31.66,3.64,0.98,22.03,3.21,0.86,17.33,2.42,0.77,14.87,2.81,0.72,18.08,2.81,0.78
TVS SRICHAKRA,AUTOMOBILE,TVSSRICHAK,4220.1,2200.56,63.17,86.9,104.8,,3022.9,3299.2,3600.7,,1571.01,1628.7,,1705.0,48.36,66.6,80.3,n.a.,66.81,2.69,0.73,48.56,2.59,0.67,40.27,,0.61,,2.48,,44.42,2.53,0.64
Average - Tyres,NAN,NAN,,161660.35,,,,,95135.21,103812.94,113172.46,118883.38,,,,,5818.1832,7134.260200000001,8688.434599999999,9782.58,,,1.7,,,1.56,,,1.43,,,1.36,,,1.45
Median - Tyres,NAN,NAN,,161660.35,,,,,95135.21,103812.94,113172.46,118883.38,,,,,5818.1832,7134.260200000001,8688.434599999999,9782.58,,,1.7,,,1.56,,,1.43,,,1.36,,,1.45
Average - Automobile,NAN,NAN,,3919227.96,,,,,1398121.29,1511342.16,1725807.81,1911453.17,,,,,109060.48739999998,109718.1856,129300.40729999998,142067.75359999997,,,2.8,,,2.59,,,2.27,,,2.05,,,2.3
Median - Automobile,NAN,NAN,,3919227.96,,,,,1398121.29,1511342.16,1725807.81,1911453.17,,,,,109060.48739999998,109718.1856,129300.40729999998,142067.75359999997,,,2.8,,,2.59,,,2.27,,,2.05,,,2.3
CONSUMER GOODS,NAN,NAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEWELLERS,NAN,NAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TITAN COMPANY,CONSUMER GOODS,TITAN,3930.1,323895.6,37.61,52.55,63.98,75.97,60456.0,68710.92,79655.98,91960.86,130.93,178.49,285.68,226.51,3337,4727.757,5748.295,6795.9130000000005,104.5,30.02,5.36,74.79,22.02,4.71,61.43,13.76,4.07,51.73,17.35,3.52,62.65,17.71,4.1
KALYAN JEWELLERS INDIA,CONSUMER GOODS,KALYANKJIL,484.85,52745.31,6.93,11.04,13.83,16.43,25045.07,32071.13,39891.84,47512.11,46.57,56.24,79.96,68.12,714.8,1129.98,1428.3200000000002,1664.05,69.96,10.41,2.11,43.9,8.62,1.64,35.06,6.06,1.32,29.52,7.12,1.11,36.16,7.27,1.36
INTERNATIONAL GEMMOLOGICAL INSTITUTE INDIA,CONSUMER GOODS,IGIL,315.75,15374.08,,11.91,13.79,15.94,,1218.29,1389.87,1579.02,,30.66,45.93,37.69,n.a.,513.6,596.2,690.0332000000001,,,,26.51,10.3,12.62,22.9,6.87,11.06,19.8,8.38,9.74,23.07,8.52,11.14
RAJESH EXPORTS,CONSUMER GOODS,RAJESHEXPO,204.36,5404.14,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
VAIBHAV GLOBAL,CONSUMER GOODS,VAIBHAVGBL,237.13,3592.67,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
SENCO GOLD,CONSUMER GOODS,SENCO,317.9,6147.62,10.08,15.43,18.42,23.02,6328.07,7545.98,8867.47,10386.64,120.37,133.97,170.73,150.3,159.309,251.7667,302.6167,376.52,31.54,2.64,0.97,20.6,2.37,0.81,17.26,1.86,0.69,13.81,2.12,0.59,17.22,2.12,0.7
PC JEWELLER,CONSUMER GOODS,PCJEWELLER,9.96,9503.69,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
P N GADGIL JEWELLERS,CONSUMER GOODS,PNGJL,609.4,7820.87,17.1,22.8,27.6,34.1,7693.47,9222.0,11264.8,13147.3,114.51,137.3,198.9,164.9,218.26799999999997,309.1,374.1,462.2,35.64,5.32,1.02,26.73,4.44,0.85,22.08,3.06,0.69,17.87,3.7,0.59,22.23,3.73,0.71
MANOJ VAIBHAV GEMS N JEWELLERS,CONSUMER GOODS,MVGJL,178.75,986.03,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
MOTISONS JEWELLERS,CONSUMER GOODS,MOTISONS,15.42,1964.98,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
TBV.BHIMJI ZAVERI,CONSUMER GOODS,TBZ,160.83,1270.62,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
Average - Jewellers,NAN,NAN,,428705.62,,,,,99522.61,118768.32,141069.96,164585.94,,,,,4429.377,6932.2037,8449.5317,9988.7162,,,4.31,,,3.61,,,3.04,,,2.6,,,3.08
Median - Jewellers,NAN,NAN,,428705.62,,,,,99522.61,118768.32,141069.96,164585.94,,,,,4429.377,6932.2037,8449.5317,9988.7162,,,4.31,,,3.61,,,3.04,,,2.6,,,3.08
FOOTWEAR,NAN,NAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METRO BRANDS,CONSUMER GOODS,METROBRAND,1147.2,31188.63,12.84,16.3,19.71,23.34,2507.39,2849.95,3325.93,3855.15,62.78,73.06,102.0,85.39,350.61,443.925,537.4148,640.0921999999999,89.35,18.27,12.44,70.36,15.7,10.94,58.2,11.25,9.38,49.15,13.43,8.09,59.24,13.46,9.47
RELAXO FOOTWEARS,CONSUMER GOODS,RELAXO,402.15,11591.82,6.84,8.22,9.88,11.52,2789.61,2919.69,3230.54,3522.36,84.28,82.87,97.4,89.15,170.32999999999998,204.95,245.61999999999998,286.21999999999997,58.79,4.77,4.16,48.89,4.85,3.97,40.71,4.13,3.59,34.91,4.51,3.29,41.5,4.5,3.62
BATA INDIA,CONSUMER GOODS,BATAINDIA,950.65,14084.04,14.29,20.39,25.95,33.07,3488.03,3660.7,3957.71,4285.85,121.83,128.18,143.95,141.58,183.71300000000002,272.62,338.78000000000003,427.68010000000004,66.53,7.8,4.04,46.62,7.42,3.85,36.63,6.6,3.56,28.74,6.71,3.29,37.33,6.91,3.56
REDTAPE,CONSUMER GOODS,REDTAPE,122.9,6923.91,,,,,,,,,,,,,n.a.,n.a.,n.a.,n.a.,,,,,,,,,,,,,,,
CAMPUS ACTIVEWEAR,CONSUMER GOODS,CAMPUS,263.7,8146.94,3.97,4.87,6.09,7.25,1592.96,1776.06,2018.83,2247.41,24.77,28.92,39.9,34.1,121.17999999999999,147.756,185.543,221.07710000000003,66.42,10.65,5.11,54.19,9.12,4.59,43.33,6.61,4.04,36.38,7.73,3.63,44.63,7.82,4.08
Average - Footwears,NAN,NAN,,71935.34,,,,,10377.99,11206.39,12533.01,13910.77,,,,,825.833,1069.251,1307.3578000000002,1575.0693999999999,,,6.93,,,6.42,,,5.74,,,5.17,,,5.78
Median - Footwears,NAN,NAN,,71935.34,,,,,10377.99,11206.39,12533.01,13910.77,,,,,825.833,1069.251,1307.3578000000002,1575.0693999999999,,,6.93,,,6.42,,,5.74,,,5.17,,,5.78
CONSUMER ELECTRONICS,NAN,NAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIXON TECHNOLOGIES (INDIA),CONSUMER GOODS,DIXON,13268.0,102982.1,117.52,188.37,271.53,345.68,38860.1,57052.2,79083.48,94904.93,499.73,682.03,1299.0,950.54,635.5602,1129.815,1632.278,2111.665,112.9,26.55,2.65,70.43,19.45,1.81,48.86,10.21,1.3,38.38,13.96,1.09,52.56,14.54,1.4
KAYNES TECHNOLOGY INDIA,CONSUMER GOODS,KAYNES,4185.0,41772.64,45.4,69.58,102.27,143.15,2721.75,4261.74,6322.84,8682.05,443.21,691.33,934.74,800.05,293.433,456.7867,678.8125,962.9438,92.18,9.44,15.35,60.15,6.05,9.8,40.92,4.48,6.61,29.24,5.23,4.81,43.44,5.25,7.07
SYRMA SGS TECHNOLOGY,CONSUMER GOODS,SYRMA,729.7,14415.91,9.63,13.07,18.5,24.99,3786.69,4811.46,6217.02,7874.18,98.46,113.66,157.56,130.91,172.009,233.5015,331.92199999999997,451.7902,75.77,7.41,3.81,55.84,6.42,3.0,39.44,4.63,2.32,29.2,5.57,1.83,41.49,5.54,2.38
AMBER ENTERPRISES INDIA,CONSUMER GOODS,AMBER,6681.0,24918.41,71.67,115.8,162.1,233.38,9973.01,12288.18,15133.86,18668.15,676.58,787.74,1198.07,953.1,243.55,393.9462,577.3520000000001,813.1492000000001,93.22,9.87,2.5,57.69,8.48,2.03,41.22,5.58,1.65,28.63,7.01,1.33,42.51,7.02,1.67
CYIENT DLM,CONSUMER GOODS,CYIENTDLM,421.25,3498.38,8.56,11.34,16.9,21.82,1519.63,1712.26,2168.14,2583.68,119.72,132.43,169.85,149.9,68.076,92.6625,133.7125,171.82,49.21,3.52,2.3,37.14,3.18,2.04,24.93,2.48,1.61,19.31,2.81,1.35,27.13,2.82,1.67
